NomeCompleto;DataNascimento;CPF;Município;Logradouro;Nro;Complemento;Bairro;TelefoneCelular;PossuiPet
ANDRESSA MACIEL DO NASCIMENTO;03/02/1987;11111111813;São Paulo;RUA DOM ROMEU ALBERTI;S/N;;LAPA DE BAIXO;11987334633;S
DEFENDENTE FERRARI;23/07/1971;11111111197;São Paulo;RUA RIBEIRAO DO SALTO;S/N;;LAUSANE PAULISTA;11904395684;S
DIANA GILLI BUENO;25/04/1967;11111111837;São Paulo;RUA HERISON;S/N;;LAUZANE PAULISTA;11994775113;S
ÁLVARO EXPEDITO JERONYMO;17/09/1976;11111111444;São Paulo;PC SALVADOR TOLEZANO;S/N;;LAUZANE PAULISTA;11927190744;S
CÉSAR BORGES TAVARES;01/04/2000;11111111586;São Paulo;RUA DONA MARIA CUSTODIA;S/N;;LAUZANE PAULISTA;11916960093;N
ALBERTO SABINO DE OLIVEIRA;16/01/1956;11111111858;São Paulo;RUA DR PEDRO SEVERIANO;S/N;;LIBERDADE;11999575377;N
ANDRÉ ROZA DA CONCEIÇÃO;05/05/1992;11111111494;São Paulo;RUA PANDIA CALOGERAS;S/N;;LIBERDADE;11911689744;N
BRUNO OLIVEIRA FUCHS;12/12/2002;11111111600;São Paulo;RUA TEIXEIRA LEITE C/ SAO PAULO;S/N;;LIBERDADE;11921300373;S
ARTHUR MASCARENHAS SIQUEIRA VAZ;18/10/2003;11111111529;São Paulo;RUA TAGUA;S/N;;LIBERDADE;11900839044;N
GERSON FERREIRA TAJES;29/04/1974;11111111416;São Paulo;RUA DOS SITIANTES;360;;LIMAO;11935871304;S
RAFAEL RODRIGUES PACHECO;19/07/1984;11111111347;São Paulo;AV MONTE CELESTE;198;;LIMAO;11957262684;N
CLOVIS REIS DOS SANTOS;25/09/1999;11111111744;São Paulo;PC ANTONIO FRANCO VELASCO;S/N;;LIMAO;11965943253;S
AMANDA CAETANO MARCHESONI;01/08/1973;11111111445;São Paulo;AV MANOEL DOS SANTOS BRAGA;251;;LIMOEIRO;11926880724;S
DONIZETE ALVES NOGUEIRA;31/03/1988;11111111583;São Paulo;RUA GENERAL JOSE ALMEIDA BOTELHO;S/N;;MANDAQUI;11916030033;S
ANE CAROLINE SOLLAR PEREIRA;06/08/1994;11111111497;São Paulo;AV ENGENHEIRO CAETANO ALVARES;S/N;;MANDAQUI;11910759684;S
CREUSA VIEIRA DANTAS ARAUJO;01/10/1986;11111111764;São Paulo;RUA ATALIBA VIEIRA;223;;MEDEIROS;11972143653;S
ANDREA VANNI;08/07/1971;11111111167;São Paulo;AV LAVANDISCA;644;;MOEMA;11994996284;N
BARBARA DE OLIVEIRA PANSERI;30/07/1977;11111111545;São Paulo;TV JORNALISTA OTAVIO MUNIZ;S/N;;MOEMA;11904249273;N
EDSON RODRIGUES DE QUEIROZ;28/12/1959;11111111973;São Paulo;RUA LINO GUEDES;109;;MOINHO VELHO;11994973077;S
GABRIEL ROCHA MAZZALI;28/09/1976;11111111644;São Paulo;AV INHAIBA;S/N;;MOINHO VELHO;11934941253;S
JOÃO FERREIRA DOS SANTOS;12/12/1975;11111111397;São Paulo;RUA PIRES DE CAMPOS;24;;MOOCA;11941761684;S
DANIEL DE BRITO REIS;10/04/1983;11111111798;São Paulo;RUA TABAJARAS;S/N;;MOOCA;11982684333;S
ARTHUR BARBOSA VIEIRA;21/05/1997;11111111531;São Paulo;RUA MADRE DE DEUS;604;;MOOCA;11900219004;S
ANGELA CRISTINA ALVES DE AZEVEDO;04/11/2003;11111111499;São Paulo;RUA DOS TRILHOS C BRESSER;869;;MOOCA;11910139644;N
ADENAILTON VIEIRA DA SILVA;09/01/1950;11111111883;São Paulo;RUA ISAAC ALBENIZ C/ FRANCO ALFANO;S/N;;MORUMBI;11998574877;N
APARECIDA PEREIRA DA SILVA;19/05/1968;11111111299;São Paulo;RUA CHICO DE PAULA;61;;NOSSA SENHORA DO O;11972143644;N
ANGELA CRISTINA DE MATTOS QUINTANILHA;06/08/1972;11111111503;São Paulo;RUA JAGUARURAMA;129;;NOSSA SENHORA DO O;11908899564;S
ANDRÉ HENRIQUE MARQUES;11/05/1977;11111111291;São Paulo;RUA ESTEVAO FURQUIM;428;;NOSSA SENHORA DO O;11974623804;S
DINA MARIA FERREIRA;19/05/1954;11111111847;São Paulo;PC CHARLES MULLER;S/N;;PACAEMBU;11997875313;N
CLEBER ANTÔNIO DE SOUZA;04/02/1969;11111111328;São Paulo;PC CHARLES MULLER;S/N;;PACAEMBU;11963153064;N
CARLOS AUGUSTO DA CUNHA SILVA;22/08/1974;11111111659;São Paulo;PC CHARLES MULLER;S/N;;PACAEMBU;11939591553;N
CREUZA DA CRUZ ALMEIDA;09/05/1992;11111111765;São Paulo;PC CHARLES MULLER;S/N;;PACAEMBU;11972453673;N
OSWALDO MARTINS DE OLIVEIRA;19/08/1989;11111111942;São Paulo;RUA BARAO DE MONTE MOR;166;;PAINEIRAS DO MORUMBI;11996213697;N
ANDRÉ RODRIGUES MIRANDA COSTA;31/12/1978;11111111487;São Paulo;PC ANTONIO JOSE DE ARAUJO;S/N;;PALMAS DO TREMEMBE;11913859884;S
RENERIO RAMOS FIDALGO;15/09/1966;11111111350;São Paulo;RUA FRAGATA DA CONSTITUICAO;1;;PARADA DE TAIPAS;11956332624;S
LOURENILSON JOSÉ DE SOUZA;18/11/1991;11111111930;São Paulo;RUA JOSE PIZZA;S/N;;PARADA DE TAIPAS;11996693937;S
MONICA RESENDE GAMBOA;19/02/1999;11111111819;São Paulo;RUA VALE DO SOL;S/N;;PARADA DE TAIPAS;11989194753;S
GISLAINE DE CASTRO;25/07/1981;11111111317;São Paulo;RUA IBIAJARA;478;;PARADA XV NOVEMBRO;11966563284;N
CLEMENTE DE ALEXANDRIA;11/04/1960;11111111136;São Paulo;RUA ALCINO BRAGA C/ SAMPAIO VIANA;219;;PARAISO;11963545664;N
VILMA PEREIRA BRITO;28/12/1968;11111111367;São Paulo;RUA CHRIS TRONBJERG;S/N;;PARAISO;11951062284;N
ANTÔNIO BAZZO;15/02/1984;11111111364;São Paulo;RUA CEL OSCAR PORTO;629;;PARAISO;11951992344;S
CATARINA DOS PRAZERES JESUS SANTOS;08/04/1985;11111111681;São Paulo;RUA HERBERT SPENCER;S/N;;PARAIZOPOLIS;11946411993;N
JOSÉ EDINALDO DA SILVA SOUZA;26/04/1965;11111111954;São Paulo;RUA MARIA DA COSTA BEZERRA;S/N;;PARELHEIROS;11995733457;S
DOUGLAS DE PAULO VIEGAS;12/11/1984;11111111869;São Paulo;RUA UIRAPURU DO SERTAO;S/N;;PARELHEIROS;11999135157;N
JURACI SOUZA SANTANA;27/10/1988;11111111549;São Paulo;RUA FORTE DO GUARA;S/N;;PARELHEIROS;11905489353;S
ANA LUCIA DAMAS SOUZA E SILVA;28/02/1991;11111111454;São Paulo;PC PEDRO ROCHA;S/N;;PARELHEIROS;11924090544;S
ALINE DA ROCHA PARRADO;01/07/1958;11111111880;São Paulo;RUA CAP MOR PASSOS;225;;PARI;11998694937;S
CHARLES ALEXANDRO DE CARVALHO;30/10/2003;11111111439;São Paulo;RUA MENDES GONCALVES;82;;PARI;11928740844;S
CLEBER TADEU FAUSTINO;02/03/2001;11111111574;São Paulo;RUA PROF ARNALDO JOAO SEMERARO;S/N;;PARQUE BRISTOL;11913239853;S
BRIGIDA CAIRES DINARD;10/09/1986;11111111590;São Paulo;AV DR SALVADOR ROCCO;S/N;;PARQUE FERNANDA;11918200173;N
CIMA DA CONEGLIANO;05/08/1972;11111111191;São Paulo;RUA RODOLFO BARBOSA DE CASTRO;S/N;;PARQUE GUARANI;11922515804;N
SÓCRATES DA CONCEIÇÃO;03/06/1951;11111111149;São Paulo;RUA MOURAO VIEIRA;S/N;;PARQUE SOUZA ARANHA;11963571924;S
DEFERSON FEITOSA DE LIMA;02/06/1986;11111111814;São Paulo;RUA MOURAO VIEIRA;S/N;;PARQUE SOUZA ARANHA;11987644653;S
PLATÃO DE SÁ;03/10/1951;11111111147;São Paulo;AV AUGUSTO DE CASTRO;283;;PEDREIRA;11963567884;S
JOHN SIMON RITCHIE;10/05/1957;11111111133;São Paulo;RUA AUGUSTO DE CASTRO;74;;PEDREIRA;65955641125;S
ALEXANDRE DE OLIVEIRA;28/07/1967;11111111425;São Paulo;RUA DOS ANIQUIS E DOS CARATAIS;121;;PEDREIRA;11933081124;S
LORENZO MONACO;24/01/1956;11111111246;São Paulo;RUA PEDRO ALEGRETTI;512;;PENHA;11988574704;N
JEFFREY DEAN ISBELL;08/04/1962;11111111127;São Paulo;RUA MARIA CARLOTA;S/N;;PENHA;11925237650;N
ARISTIPO DE CIRENE;07/08/1965;11111111131;São Paulo;RUA ENG TRINDADE;5;;PENHA;11963535564;N
BRIAN HUGH WARNER;05/01/1969;11111111138;São Paulo;RUA OMACHA;530;ap 101;PENHA;11967723443;S
MARIA DEL CARMEN CARBALLEDA ADSUARA;11/12/1977;11111111817;São Paulo;PC DANILO JOSE FERNANDES;S/N;;PENHA;11988574713;S
EDSON ITAMAR DA SILVA;05/02/1986;11111111971;São Paulo;RUA MIRANDINHA;399;;PENHA;11995053117;N
DANILO  ESPINDOLA CATALANO;11/04/1995;11111111801;São Paulo;RUA GENERAL SOCRATES;32;;PENHA;11983614393;N
STEVEN VICTOR TALLARICO;26/03/1948;11111111128;São Paulo;RUA MIN GODOY;1261;;PERDIZES;11956783421;N
ANGÉLICA LOVATTO;16/02/1982;11111111508;São Paulo;RUA AIMBERE C CAIUBI;401;;PERDIZES;11907349464;N
ANTONIO AUGUSTO BARREIRA;11/11/1976;11111111914;São Paulo;RUA RAPHAEL DI SANDRO;13;;PERUS;11997334257;N
AFONSO MINGORANCE FILHO;13/07/1967;11111111395;São Paulo;RUA DR MANOEL CARLOS F DE ALMEIDA;S/N;;PINHEIROS;11942381724;S
LUIZ ROBERTO COPATI;19/07/1978;11111111750;São Paulo;RUA EUGENIO DE MEDEIROS;S/N;;PINHEIROS;11967803373;S
ADELSON ROSENBERG COELHO;03/08/1984;11111111377;São Paulo;PC BENEDITO CALIXTO;251;;PINHEIROS;11947962084;S
KELSEN MUCHANTE;25/01/1992;11111111598;São Paulo;RUA PDE CARVALHO;S/N;;PINHEIROS;11920680333;S
ALEXANDER ARIEL BATISTA MOREIRA;19/07/2002;11111111541;São Paulo;RUA SALVADOR SALA;425;;PIQUERI;11903009193;N
ZENÃO DE ELEA;20/02/1964;11111111154;São Paulo;AV INACIO DIAS DA SILVA;S/N;;PIRAPORINHA;11963582024;N
AUGUSTO CESAR NUNES COSTA;30/01/1989;11111111538;São Paulo;RUA ESTEVAM FERNANDES;S/N;;PIRAPORINHA;11902079133;N
EDILEUZA GOMES DO NASCIMENTO;23/08/1982;11111111952;São Paulo;RUA OTAVIO TARQUINIO DE SOUZA;1319;;PIRAQUARA;11995813497;S
EPICURO DE SAMOS;20/09/1946;11111111140;São Paulo;RUA ENG LUIZ GOMES C SANGIRARDI;S/N;;PIRITUBA;11963553744;S
DEVANIR AMANCIO;24/04/1955;11111111834;São Paulo;RUA MARIZ E BARROS;316;;PIRITUBA;11993845053;N
ADRIANA PIERIN;14/02/1972;11111111388;São Paulo;RUA OLIVEIRA PEIXOTO;79;;PIRITUBA;11944551864;N
ALOISIO SILVA JUNIOR;01/03/1989;11111111442;São Paulo;RUA GUIMARAES PASSOS;304;;PIRITUBA;11927810784;N
CAMILLA APARECIDA MARTINS DOS SANTOS;07/12/1995;11111111637;São Paulo;RUA LOUREIRO DA CRUZ C/ URANO;1;;PIRITUBA;11932771113;S
ANA CLAUDIA ANDRADE DE SOUZA GRAF;20/12/1969;11111111452;São Paulo;RUA DR COSTA JUNIOR C TANABI;35;;PIRITUBA;11924710584;S
CLAUDIO BATISTA DOS SANTOS;14/01/1963;11111111918;São Paulo;RUA AURELIANO LEAL C GUATIAIA;S/N;;PIRITUBA;11997174177;N
ROGÉRIO GAMA BAROLO;01/02/1983;11111111546;São Paulo;RUA MARIO SCHIOPA;175;;PIRITUBA;11904559293;N
DANIEL CARDIM;20/07/1957;11111111305;São Paulo;RUA DECIO ABRAMO;17;;PIRITUBA;11970283524;N
RICARDO SAMPAIO GONÇALVES;02/03/1966;11111111939;São Paulo;RUA DOM JOAO V C SACADURA CABRAL;85;;PIRITUBA;11996333757;N
ALINE MARIA DE MOURA;27/04/1985;11111111435;São Paulo;RUA SALES JUNIOR;555;;PIRITUBA;11929980924;N
FRANCISCA SILVA SERRA MATIAS;28/10/1965;11111111890;São Paulo;RUA BOM JESUS;S/N;;PIRITUBA;11998294737;S
WAGNER MEDINA BALISTA;15/03/1968;11111111368;São Paulo;RUA GRECCO;S/N;;PIRITUBA;11950752264;S
ANDRÉ LUIZ GILBERTONI;07/02/1979;11111111292;São Paulo;RUA SERRA DE JAIRE;S/N;;PIRITUBA;11974313784;S
RICARDO NASCIMENTO DE SOUZA;20/05/1980;11111111351;São Paulo;RUA FLORIANOPOLIS;S/N;;PIRITUBA;11956022604;S
ALCIO ROBERTO IKEDA JUNIOR;08/10/1994;11111111289;São Paulo;RUA TEREZINA;615;;PIRITUBA;11975243844;N
RUTILIO DI LORENZO MANETTI;14/12/1952;11111111272;São Paulo;RUA JOSE COCCIUFFO;85;;PIRITUBA;11980514184;N
CRISTIANE KATIA SIMONI ABREU;22/07/2000;11111111766;São Paulo;RUA XAVIER DE ALMEIDA;427;;PIRITUBA;11972763693;N
VALDENILSO TEIXEIRA DE LIRA;21/04/1985;11111111553;São Paulo;RUA HUGO VITOR DA SILVA;S/N;;PIRITUBA;11906729433;S
ADRIANA MARIA DA SILVA;03/08/1966;11111111385;São Paulo;RUA DIAMANTE PRETO;35;;PIRITUBA;11945481924;N
MARCANTONIO RAIMONDI;19/10/1961;11111111249;São Paulo;RUA ANDREA FELICIANI;S/N;;PIRITUBA;11987644644;S
CRISTINA ALVES DE GODOY;07/04/1997;11111111769;São Paulo;RUA BENEDITO LEAL;334;;PIRITUBA;11973693753;N
AILTON ALCÂNTARA DOS SANTOS;31/07/1992;11111111401;São Paulo;RUA ADOLFO GORDO;29;;PIRITUBA;11940521604;S
ANTONIO DONIZETE PRAXEDES;22/06/1964;11111111861;São Paulo;AV RUFINO FERNANDES INIVARRI;S/N;;PIRITUBA;11999455317;S
FILIPPINO LIPPI;02/02/1959;11111111208;São Paulo;AV BARUEL;661;;PIRITUBA;11890215464;S
DOUGLAS FERNANDO DE ASSIS SILVA;17/05/1965;11111111866;São Paulo;RUA PIO XII;S/N;;PIRITUBA;11999255217;S
IDECLEIA GENEROSO DA SILVA;10/06/1974;11111111951;São Paulo;RUA MARIA JOSE C/ FORTALEZA;S/N;;PIRITUBA;11995853517;S
NATAL DAVID DE SOUZA;23/07/1981;11111111810;São Paulo;RUA SANTO AMARO;S/N;;PIRITUBA;11986404573;N
CRISTIAN DA SILVA DE ARAÚJO;26/04/1998;11111111767;São Paulo;RUA CARDEAL LEME;S/N;;PIRITUBA;11973073713;N
AMMIE MICHELLE GRAVES;11/06/1978;11111111449;São Paulo;RUA DR CARLOS GUIMARAES;S/N;;PIRITUBA;11925640644;S
CÉLIA REGINA FERREIRA DOS SANTOS;18/09/1968;11111111297;São Paulo;RUA IRMA CAROLINA;S/N;;PIRITUBA;11972763684;S
MICHELANGELO DA LUZ;14/04/1970;11111111256;São Paulo;RUA PROF MACHADO TOLOSA;S/N;;PIRITUBA;11985474504;S
ÂNGELA RODRIGUES DOS SANTOS GOMES;22/09/1979;11111111504;São Paulo;RUA ENG REINALDO CAJADO;215;;PIRITUBA;11908589544;S
DOUGLAS BARRA DIAS CARLOS;09/05/1955;11111111864;São Paulo;RUA AMILCAR DE MAGALHAES;S/N;;PIRITUBA;11999335257;N
CLEUSA APARECIDA SILVA;28/11/1959;11111111302;São Paulo;RUA LARANJEIRAS DO SUL;S/N;;PIRITUBA;11971213584;S
ELISABETE DE LIMA CORREA;14/02/1989;11111111568;São Paulo;RUA JURUBIM;10;;PIRITUBA;11911379733;N
TATIANE DA CRUZ;04/08/1989;11111111912;São Paulo;RUA SANTA CRUZ DE LA SIERRA;1;;PIRITUBA;11997414297;S
MARCELO VIEIRA SALLES;04/07/1975;11111111760;São Paulo;AV JOSE MARIA WITAKER;S/N;;PLANALTO PAULISTA;11970903573;S
TANIA MARA DE MATOS ROSA GASPARETTO;01/02/1983;11111111911;São Paulo;RUA CEL LISBOA C/ ESTADO DE ISRAEL;S/N;;PLANALTO PAULISTA;11997454317;S
ARABELA DA LUZ COELHO;12/10/1988;11111111519;São Paulo;AV CECI;S/N;;PLANALTO PAULISTA;11903939244;S
BRUNO BERALDIN;12/12/2002;11111111604;São Paulo;AL DOS ARAES;1758;;PLANALTO PAULISTA;11922540453;S
MARIA BERENICE DO NASCIMENTO FEITOSA;26/10/2003;11111111558;São Paulo;AV JOSE MARIA WITAKER;1121;;PLANALTO PAULISTA;11908279533;N
PIERO DEL POLLAIUOLO;27/07/1952;11111111263;São Paulo;RUA GUAPORE;210;;PONTE PEQUENA;11983304364;N
CARLOS MIGUEL GONÇALVES;15/05/1976;11111111664;São Paulo;RUA HONORIO EMILIANO BUENO;155;;PONTE RAZA;11941141653;S
VITOR ABOU ANNI;22/05/1983;11111111372;São Paulo;RUA BOAVENTURA R DA SILVA;440;;PONTE RAZA;11949512184;S
DIEGO MATIAS HYPOLITO;04/11/1984;11111111840;São Paulo;RUA JOSE ANTUNES CERDEIRA;S/N;;PQ AMERICA;11995705173;S
DOMENICO MORONE;24/05/1967;11111111201;São Paulo;RUA BENEDITO LEAL;117;;PQ ARTUR ALVIM;11892315604;S
JHONATTAN BRYAN COELHO PITTA;23/12/1988;11111111607;São Paulo;AV GUILHERME DE ALMEIDA;107;;PQ BELEM;11923470513;S
ANDREA DEL VERROCCHIO;25/03/1955;11111111163;São Paulo;RUA GAETANO DONIZETTI;S/N;;PQ BRASIL;11982916204;N
IVONE RIBEIRO DE OLIVEIRA;06/06/1971;11111111891;São Paulo;AV JOSE CAETANO DA ROCHA;93;;PQ BRISTOL;11998254717;N
PRISCILLA NOVAES LEONE;07/10/1977;11111111115;São Paulo;AV TRINTA E SETE CONJ FARIA LIMA;S/N;;PQ COCAIA;11985703244;N
ALBERTO SATTIM;05/06/1997;11111111561;São Paulo;RUA ANTONIO DE SIQUEIRA;330;;PQ CRUZEIRO DO SUL;11909209593;S
BRUNO FRANCHI THEOPHILO;21/10/2002;11111111603;São Paulo;RUA CONDE PRATES;10;;PQ DA MOOCA;11922230433;S
SILVANA TRENTINO MANZANO;05/04/1968;11111111343;São Paulo;AV AFONSO PENTEADO;55;;PQ DO CARMO;11958502764;N
RAQUEL DA SILVA GADEAS;10/10/1997;11111111348;São Paulo;ES DE ITAPECERICA;S/N;;PQ FERNANDA;11956952664;N
CARLOS ALBERTO DOS SANTOS;06/07/1989;11111111652;São Paulo;RUA BELCHIOR FELIX;S/N;;PQ FIG GRANDE;11937421413;N
CARLOS JANUARIO;16/01/1977;11111111663;São Paulo;RUA JOSE BEZERRA FILHO;49;;PQ GRAJAU;11940831633;N
FRANCISCO MOREIRA DAS CHAGAS;20/07/2000;11111111696;São Paulo;RUA FLOR DE CABOCLO;1;;PQ GUARANI;11951062293;N
EIJI DE CAMPOS SANTANA;15/02/1973;11111111643;São Paulo;RUA BONIFACIO DE ABREU;S/N;;PQ JABAQUARA;11934631233;S
CAMILA BICHLER DE SA;12/12/2002;11111111634;São Paulo;AV PROF CARLOS CALIOLLI;130;;PQ MARIA LUIZA;11931841053;S
GIORGIONE DOS SANTOS;06/04/1968;11111111225;São Paulo;RUA CIRIACO JIMENEZ;S/N;;PQ NACOES UNIDAS;11995085124;S
ARMANDO FERREIRO RODRIGUES;06/04/1985;11111111523;São Paulo;AL SUB TENENTE FRANCISCO HIERRO;351;;PQ NOVO MUNDO;11902699164;S
DOUGLAS WILSON CAMARGO;19/11/1984;11111111870;São Paulo;RUA ALBERTO BORGES SOVERAL;S/N;;PQ NOVO STO AMARO;11999095137;N
JOSE CORREIA DA SILVA JUNIOR;03/12/1983;11111111762;São Paulo;RUA PASTORIL DE ALMENARA;S/N;;PQ PAN AMERICANO;11971523613;N
JOSÉ AUGUSTO LIMA MARIN;01/05/1984;11111111536;São Paulo;RUA ANTONIO SEBASTIAO SOBRINHO;480;;PQ PAN AMERICANO;11901459093;N
ALESSANDRA ALMEIDA PEREIRA;27/05/1978;11111111419;São Paulo;RUA SAO GONCALO DO RIO DAS PEDRAS;132;;PQ PAULISTANO;11934941244;S
BRUNO ZAMBELLI SALGADO;24/07/1980;11111111605;São Paulo;RUA SANTA ROSA DE LIMA;301;;PQ PAULISTANO;11922850473;N
DILZA MIEKO MURAMOTO SHIROMA;06/08/1953;11111111846;São Paulo;RUA CARLOS BELMIRO CORREA;461;;PQ PERUCHE;11997565293;S
SOFONISBA ANGUISSOLA;07/01/1963;11111111276;São Paulo;RUA DR IGNACIO PROENCA GOUVEIA;1031;;PQ PERUCHE;11979274104;N
ANDRÉ LUIZ DE ARAÚJO;07/09/1979;11111111474;São Paulo;RUA GALILEIA;430;;PQ PERUCHE;11917890144;S
MARCUS MACHADO;16/10/1960;11111111931;São Paulo;RUA FRANCISCO SOARES;S/N;;PQ REGINA;11996653917;S
CARLOS ADRIANO MAIA BEZERRA;04/10/2002;11111111654;São Paulo;RUA FRANCISCO SOARES;S/N;;PQ REGINA;11938041453;S
DJALMA DE LIMA SANTOS;29/05/1983;11111111754;São Paulo;AV VER JOSE GOMES MORAES NETO;S/N;;PQ RESIDENCIAL;11969043453;S
ARISTOXENO DE TARENTO;23/04/1962;11111111134;São Paulo;RUA BRIG HENRIQUE FORTINELLI;132;;PQ SAO DOMINGUES;11963541624;S
CID JOSE APARECIDO DOS SANTOS;09/07/1992;11111111301;São Paulo;RUA DR JOSE CASSIO SOARES;521;;PQ SAO LUCAS;11971523604;N
MARIA CÍCERA MINEIRO DA SILVA;03/04/1994;11111111709;São Paulo;RUA DOMINGOS PIRES BRITO;S/N;;PQ SAO LUCAS;11955092553;N
MARÇAL HONDA;02/07/1982;11111111820;São Paulo;RUA BENEDITO MARCELLO;S/N;;PQ SAO PAULO;11989504773;S
RITA DE CASSIA SIMOES RODRIGUES;20/07/1962;11111111353;São Paulo;RUA BENTO DO AMARAL DA SILVA;14;;PQ SAO RAFAEL;11955402564;S
BERNARDO DADDI;14/10/1969;11111111183;São Paulo;RUA JOAO DO CANTO E MELO;671;;PQ SAO RAFAEL;11946675964;S
GORDON MATHEWS THOMAS SUMNER;02/10/1951;11111111130;São Paulo;RUA DR CELSO PACHECO BETIM;S/N;;PQ SAVOY CITY;31967884365;S
ADÃO DIVINO DO NASCIMENTO;29/04/1978;11111111375;São Paulo;RUA XAVIER PALMERIM;35;;PQ SAVOY CITY;11948582124;S
MARCELINO FERNANDES DA SILVA;07/12/1974;11111111757;São Paulo;RUA ALM OTACILIO CUNHA;S/N;;PQ STA MADALENA;11969973513;N
CLAUDIO FREITAS;11/10/1994;11111111728;São Paulo;RUA SERRA DE ITABAIANA;87;;PQ STA MADALENA;11960982933;N
JOÃO DAVOLI;06/05/1964;11111111326;São Paulo;RUA TEODORO BERNARDO DO NASCIMENTO;S/N;;PQ STA RITA;11963773104;N
ANDRÉ MARTINS MACHADO;09/12/1972;11111111482;São Paulo;RUA ANAJATUBA;866;;PQ STA RITA;11915409984;S
DANIELA BORGES BARRETTO;15/10/1997;11111111788;São Paulo;RUA MARIA BENEDITA RODRIGUES;S/N;;PQ STO ANTONIO;11979584133;S
ABIMAEL VIEIRA DO NASCIMENTO;28/03/1977;11111111286;São Paulo;RUA SAO FRANCISCO DO HUMAITA;464;;PQ TIETE;11976173904;N
ANTONIO LEONCIO DA SILVA;10/07/1963;11111111295;São Paulo;AV MAESTRO VILA LOBOS;917;;PQ VITORIA;11973383724;N
MARCIA TAPIGLIANI BAPTISTA;23/04/1974;11111111897;São Paulo;RUA BELARMINO MATOS;S/N;;QUARTA PARADA;11998014597;N
JEFFREY ROSS HYMAN;19/05/1951;11111111120;São Paulo;AV BARAO DE MONTE MOR;S/N;;REAL PQ MORUMBI;11981324564;N
FRANCISCO BERTULINO FILHO;28/10/1987;11111111698;São Paulo;RUA RECANTO DOS HUMILDES;S/N;;RECANTO DOS HUMILDES;11951682333;N
HELENA MARIA FURTADO BACHEGA;21/09/1963;11111111320;São Paulo;AV PUJAIS SABATE;S/N;;RIO PEQUENO;11965633224;S
CARLOS FRANCISCO DA SILVA;05/04/1987;11111111649;São Paulo;AV OCTACILIO TOMANIK;S/N;;RIO PEQUENO;11936491353;S
AILTON AMARAL DOS SANTOS;05/05/1990;11111111402;São Paulo;RUA JOSE ALVES DA CUNHA LIMA;S/N;;RIO PEQUENO;11940211584;S
CLAUDINEY DA SILVA LEOPOLDINO;17/02/1960;11111111917;São Paulo;RUA CRUZ DE MALTA;312;;RODRIGUES ALVES;11997214197;S
ANAXÁGORAS DE CLAZOMENA;19/07/1940;11111111125;São Paulo;RUA AMERICO SAMARONE;327;;SACOMA;11963523444;N
ANDERSON VIEIRA SILVA;06/09/1963;11111111290;São Paulo;RUA FREIRE BRAYNER;S/N;;SACOMA;11974933824;N
HAROLDO PERES CERVELHEIRA;27/10/1971;11111111369;São Paulo;RUA CANCAO DO EXILIO;S/N;;SACOMA;11950442244;N
BRUNO DE PIERI MARQUES;02/12/1982;11111111602;São Paulo;RUA LINO COUTINHO;1046;;SACOMA;11921920413;S
JAMES MARSHALL HENDRIX;27/11/1942;11111111121;São Paulo;AV ENGENHEIRO CAETANO ALVARES;S/N;;SANTANA;27967341143;N
DOUGLAS GLENN COLVIN;18/09/1951;11111111123;São Paulo;RUA GABRIEL PIZZA;S/N;;SANTANA;11972800915;S
VITTORE CARPACCIO;05/04/1975;11111111285;São Paulo;RUA ANTONIO PEREIRA DE SOUZA;S/N;;SANTANA;11976483924;N
ADILIO DA ROCHA OLIVEIRA;04/06/1980;11111111381;São Paulo;RUA TUPIGUAES;S/N;;SANTANA;11946722003;S
RICARDO SOARES CANGIRAO;16/02/1982;11111111352;São Paulo;RUA ALVARO GOMES;S/N;;SANTANA;11955712584;S
AIRTON EDUARDO DOS SANTOS;05/04/1987;11111111406;São Paulo;RUA PEDRO RIBEIRO;S/N;;SANTANA;11938971504;S
VINICIUS COSTA DE SOUZA;02/05/2003;11111111582;São Paulo;RUA SAO BENEDITO;S/N;;SANTO AMARO;11915720013;S
EDSON SILVA SANTOS;18/10/1968;11111111968;São Paulo;RUA JOAO JOSE DE QUEIROZ;595;;SAO FRANCISCO;11995173177;S
ANA LUCIA DA COSTA LAZARIM;08/11/1989;11111111453;São Paulo;AV JOSE MARTINS LISBOA;S/N;;SAO FRANCISCO;11924400564;N
BRAMANTINO VICENTINO;18/07/1947;11111111185;São Paulo;RUA JAPARATUBA;131;;SAO JOAO CLIMACO;11940635924;N
JACOPO PALMA, O VELHO;11/07/1985;11111111241;São Paulo;RUA PARACATU;1053;;SAO JUDAS;11990124804;S
EVANDRO PEREIRA DE OLIVEIRA;12/05/1980;11111111312;São Paulo;RUA JOSE RODRIGUES MACIEL;S/N;;SAO LUIS;11968113384;S
WALMIR BAPTISTA RIGUEIRA;04/03/1959;11111111879;São Paulo;AV SAPOPEMBA;S/N;;SAO MATEUS;11998734957;S
MELOZZO DA FORLI;21/04/1968;11111111255;São Paulo;RUA CACHOEIRA DE MINAS;S/N;;SAO MATEUS;11985784524;S
DOUGLAS BUSCARATTO GONÇALVES DA SILVA;21/05/1969;11111111865;São Paulo;RUA DOMIZIANO ROSSI;587;;SAO MATEUS;11999295237;S
EDISON LUIS DA SILVA;27/04/1977;11111111957;São Paulo;AV MATEO BEI;3164;;SAO MATEUS;11995613397;N
